split,filename,titulo,etiquetas_rostro,etiquetas_cabello,etiquetas_otras,clases_idx,analisis,page_url,imagen_local
train,chris-evans-quiff-hairstyle-with-short-back-and-sides-and-neat-beard__00.jpg,Chris Evans Quiff Hairstyle With Short Back And Sides And Neat Beard,Oval Face Shape,Straight|Thick,Beard|Brown|Celebrity|Classic|Quiff|Scissor Cut|taper,12|5|7,"Although he said way back in 2011 that he was losing his hair, now, at 40, Chris Evans’quiff hairstylewithshort back and sidesshows no signs of recession or patchiness.",https://manforhimself.com/mens-hairstyles/chris-evans-quiff-hairstyle-with-short-back-and-sides-and-neat-beard/,dataset_cryai/images/chris-evans-quiff-hairstyle-with-short-back-and-sides-and-neat-beard__00.jpg
train,robin-james-medium-length-hairstyle-with-high-side-part__00.jpg,Robin James Medium Length Hairstyle With High Side Part,Oval Face Shape,Fine|Medium,Robin James,12|1|2,My first haircut of 2021 and the first after a year of growing my hair out.,https://manforhimself.com/mens-hairstyles/robin-james-medium-length-hairstyle-with-high-side-part/,dataset_cryai/images/robin-james-medium-length-hairstyle-with-high-side-part__00.jpg
train,aaron-taylor-johnson-long-curly-swept-back-hairstyle__00.jpg,Aaron Taylor Johnson Long Curly Swept Back Hairstyle,Long|Oval Face Shape,Curly|Thick|Wavy,Brown|Celebrity,10|12|0|7|8,"Aaron Taylor-Johnson’slong,curly,swept-backhairstyle is the kind of long, dark, flowing, barnet you could imagineWuthering Heights‘ Heathcliffe with, or even Mr Darcy inPride and Prejudicehaving (well without the shedload of product he’s used to slick the fringe back).",https://manforhimself.com/mens-hairstyles/aaron-taylor-johnson-long-curly-swept-back-hairstyle/,dataset_cryai/images/aaron-taylor-johnson-long-curly-swept-back-hairstyle__00.jpg
train,aj-tracey-two-strand-twists__00.jpeg,Aj Tracey Two Strand Twists,Oval Face Shape,Medium|Texture,Afro|Celebrity,12|2|6,"AJ Tracey’s chin length, two-strandtwistsis just one of many cool hairstyles he’s rocked since hitting the limelight.",https://manforhimself.com/mens-hairstyles/aj-tracey-two-strand-twists/,dataset_cryai/images/aj-tracey-two-strand-twists__00.jpeg
train,daniel-ricciardo-curly-hair-with-short-back-and-sides__00.jpg,Daniel Ricciardo Curly Hair With Short Back And Sides,Oval Face Shape,Curly|Short|Texture|Wavy,Black|Celebrity,12|0|4|6|8,Daniel Ricciardo’scurly hairwithshort back and sidesis a striking look – especially in the first photo where his riot of natural curls look like they’ll barely fit inside his helmet.,https://manforhimself.com/mens-hairstyles/daniel-ricciardo-curly-hair-with-short-back-and-sides/,dataset_cryai/images/daniel-ricciardo-curly-hair-with-short-back-and-sides__00.jpg
train,mark-wright-side-parted-quiff-hairstyle-with-low-fade__00.jpg,Mark Wright Side Parted Quiff Hairstyle With Low Fade,Round Face Shape,Straight|Thick,Brown|Celebrity|Fade|Quiff,14|5|7,"Incredibly polished are two words that spring to mind when thinking of Mark Wright’s hair and style. And though hisside partedquiffhairstyle with lowfademight be a look he keeps going back to, there’s good reason for that.",https://manforhimself.com/mens-hairstyles/mark-wright-side-parted-quiff-hairstyle-with-low-fade/,dataset_cryai/images/mark-wright-side-parted-quiff-hairstyle-with-low-fade__00.jpg
train,kevin-alves-90s-throwback-curtain-haircut__00.jpeg,Kevin Alves 90S Throwback Curtain Haircut,Oval Face Shape,Medium|Straight,90s Throwback|Black|Centre Part,12|2|5,"Kevin Alves’90s throwbackcurtain haircutis straight, shiny perfection.",https://manforhimself.com/mens-hairstyles/kevin-alves-90s-throwback-curtain-haircut/,dataset_cryai/images/kevin-alves-90s-throwback-curtain-haircut__00.jpeg
train,adam-levine-shaved-back-sides-with-a-mohawk__00.jpg,Adam Levine Shaved Back Sides With A Mohawk,Oval Face Shape,,Adam Levine|Buzz Cut|Celebrity|Mohawk,12,"Adam Levinepulls this style off with ease. Styled with the thick beard, it adds a really great juxtaposition in styling. Remember,low maintenancedoesn’t meanno maintenance. This will require regular clipper cuts!",https://manforhimself.com/mens-hairstyles/adam-levine-shaved-back-sides-with-a-mohawk/,dataset_cryai/images/adam-levine-shaved-back-sides-with-a-mohawk__00.jpg
train,johnny-knoxville-medium-length-natural-grey-hairstyle__00.jpg,Johnny Knoxville Medium Length Natural Grey Hairstyle,Rectangle Face Shape,Medium|Straight,Celebrity|Classic|Grey|Quiff,13|2|5,Johnny Knoxville revealed his grey look during lockdown after years of dyeing his hair dark brown – MFH thinks it really suits him. He keeps things traditional in terms of the cut and keeps it long enough to style textured and with a quiff.,https://manforhimself.com/mens-hairstyles/johnny-knoxville-medium-length-natural-grey-hairstyle/,dataset_cryai/images/johnny-knoxville-medium-length-natural-grey-hairstyle__00.jpg
train,harry-lawteys-hair-short-textured-hairstyle__00.jpg,Harry Lawteys Hair Short Textured Hairstyle,Round Face Shape,Short|Texture|Wavy,Celebrity|Classic,14|4|6|8,"We love Harry Lawtey’s hair because it strikes the perfect balance between sharpness andtexture, delivering a look that’s effortlessly cool yet still polished. While his new characterHarvey DentinJoker: Folie à Deuxnails the courtroom look, Harry Lawtey’s hair shows off a more fashion-forward cut.",https://manforhimself.com/mens-hairstyles/harry-lawteys-hair-short-textured-hairstyle/,dataset_cryai/images/harry-lawteys-hair-short-textured-hairstyle__00.jpg
train,sebastian-stan-medium-length-90s-inspired-hair__00.jpeg,Sebastian Stan Medium Length 90S Inspired Hair,Square Face Shape,Medium|Thick,90s Throwback|Celebrity|Centre Part|Fringe,15|2|7,"MFH prefers Sebastian Stan’s hair when it’s much shorter as it doesn’t swamp his petite facial features, however, thismedium-length90s lookwith facial hair is more relaxed compared to his usual clean-cut style.",https://manforhimself.com/mens-hairstyles/sebastian-stan-medium-length-90s-inspired-hair/,dataset_cryai/images/sebastian-stan-medium-length-90s-inspired-hair__00.jpeg
train,danny-fujikawa-short-hair-with-side-parting__00.jpg,Danny Fujikawa Short Hair With Side Parting,Round Face Shape,Short|Straight,Celebrity|Classic|Scissor Cut,14|4|5,"His other half might be the super famous one, but MFH wants to shine a spotlight on Danny Fujikawa’sshort,side-partedhair with subtlequiff.",https://manforhimself.com/mens-hairstyles/danny-fujikawa-short-hair-with-side-parting/,dataset_cryai/images/danny-fujikawa-short-hair-with-side-parting__00.jpg
train,kieran-culkin-short-cut-with-long-straight-fringe__00.jpg,Kieran Culkin Short Cut With Long Straight Fringe,Square Face Shape,Fine,90s Throwback|Brown|Celebrity|Classic|Fringe|Scissor Cut,15|1,"If the 39-year-old actor looks familiar – and not just because of his role as Roman Roy on Succession – it might be because he slightly resembles his older bro, Macauley Culkin.(Who is 41. Yes, really).",https://manforhimself.com/mens-hairstyles/kieran-culkin-short-cut-with-long-straight-fringe/,dataset_cryai/images/kieran-culkin-short-cut-with-long-straight-fringe__00.jpg
train,daniel-radcliffe-medium-textured-undercut__00.jpg,Daniel Radcliffe Medium Textured Undercut,Triangle Face Shape,Medium|Short|Texture|Wavy,Brown|Celebrity,16|2|4|6|8,"Daniel Radcliffe’smediumtexturedundercutisn’t his best look, TBH. It’s a bit harsh for him – we prefer thisshort, textured lookhere, which is sans the undercut, and is softened by the beard.",https://manforhimself.com/mens-hairstyles/daniel-radcliffe-medium-textured-undercut/,dataset_cryai/images/daniel-radcliffe-medium-textured-undercut__00.jpg
train,finn-wolfhard-medium-length-curly-hairstyle__00.jpg,Finn Wolfhard Medium Length Curly Hairstyle,Square Face Shape,Curly|Medium|Wavy,Brown|Celebrity|Scissor Cut,15|0|2|8,"Although Finn Wolfhard’smedium length,curly hairstyleis a good look for the 19 year old Stranger Things actor, MFH can’t help but miss a previous hairstyle he had.",https://manforhimself.com/mens-hairstyles/finn-wolfhard-medium-length-curly-hairstyle/,dataset_cryai/images/finn-wolfhard-medium-length-curly-hairstyle__00.jpg
train,lenny-kravitz-long-dreadlock-hairstyle__00.jpg,Lenny Kravitz Long Dreadlock Hairstyle,Long|Oval Face Shape,Thick,Afro|Black|Celebrity,10|12|7,"Lenny Kravitz’s longdreadlockhairstyle is an old look he’s come back to recently – after toying with all sorts of hairstyles fromcornrows, totwists, toAfros.",https://manforhimself.com/mens-hairstyles/lenny-kravitz-long-dreadlock-hairstyle/,dataset_cryai/images/lenny-kravitz-long-dreadlock-hairstyle__00.jpg
train,billy-magnussens-hair-wavy-tapered-cut__00.jpg,Billy Magnussens Hair Wavy Tapered Cut,Triangle Face Shape,Fine|Wavy,Celebrity|Classic|Scissor Cut|Side Part,16|1|8,A Big Bold Beautiful Journeyactor Billy Magnussen’s hair strikes the perfect balance between casuallytousledand polished.,https://manforhimself.com/mens-hairstyles/billy-magnussens-hair-wavy-tapered-cut/,dataset_cryai/images/billy-magnussens-hair-wavy-tapered-cut__00.jpg
train,timothee-chalamets-hair-short-curly-hairstyle__00.jpg,Timothee Chalamets Hair Short Curly Hairstyle,Triangle Face Shape,Curly|Short|Texture,Brown|Celebrity,16|0|4|6,"Timothée Chalamet’s hair hasn’t changed much in the last decade. But he might just be entering his grown-up era, and his barnet is leading the charge.",https://manforhimself.com/mens-hairstyles/timothee-chalamets-hair-short-curly-hairstyle/,dataset_cryai/images/timothee-chalamets-hair-short-curly-hairstyle__00.jpg
train,modern-pompadour__00.jpg,Modern Pompadour,Oval Face Shape,Medium|Normal|Straight,Colin Petrie|Pompadour,12|2|3|5,Big fan of this look; and even bigger fan of the man behind itColin Petrie. This hairstyle is a classic that will never go out. Huge volume in the front is married with super-slick sides.,https://manforhimself.com/mens-hairstyles/modern-pompadour/,dataset_cryai/images/modern-pompadour__00.jpg
train,cillian-murphy-tapered-hairstyle-with-long-floppy-fringe__00.jpeg,Cillian Murphy Tapered Hairstyle With Long Floppy Fringe,Square Face Shape,Medium|Texture,Brown|Celebrity|Dyed|Fringe|Side Part|taper,15|2|6,"Cillian Murphy might be so preternaturally good-looking he can rock just about any hairstyle, but thistaperedlook with theside-partingand that floppyfringeis his most flattering hair look yet.",https://manforhimself.com/mens-hairstyles/cillian-murphy-tapered-hairstyle-with-long-floppy-fringe/,dataset_cryai/images/cillian-murphy-tapered-hairstyle-with-long-floppy-fringe__00.jpeg
train,mo-gilligan-afro-buzz-cut-fade-with-line-up__00.png,Mo Gilligan Afro Buzz Cut Fade With Line Up,Oval Face Shape,Short,Afro|Beard|Buzz Cut|Celebrity|Classic|Fade,12|4,Mo Gilligan’sAfrobuzz cutfadewith line up is a masterclass in barber skills. The precision! The sharp edges! The beauty of that fade!,https://manforhimself.com/mens-hairstyles/mo-gilligan-afro-buzz-cut-fade-with-line-up/,dataset_cryai/images/mo-gilligan-afro-buzz-cut-fade-with-line-up__00.png
train,andrew-feldman-classic-quiff-with-deep-side-parting__00.jpg,Andrew Feldman Classic Quiff With Deep Side Parting,Oval Face Shape,Medium,Brown|Celebrity|Classic|Quiff|Side Part,12|2,"Andrew Feldman’sclassicquiffwith deepside partingmight be a safe look, but it gives the 21 year old Broadway actor a mature look befitting his status as a breakout movie star.",https://manforhimself.com/mens-hairstyles/andrew-feldman-classic-quiff-with-deep-side-parting/,dataset_cryai/images/andrew-feldman-classic-quiff-with-deep-side-parting__00.jpg
train,munya-chawawa-cropped-afro-with-high-fade__00.jpg,Munya Chawawa Cropped Afro With High Fade,Round Face Shape,Texture|Thick,Afro|Black|crop|Fade|Receding,14|6|7,"MFH might be loving Munya Chawawa’scroppedafrowith highfadebut he’s not letting fame – or a favourable hairstyle review – go to his, er, head.",https://manforhimself.com/mens-hairstyles/munya-chawawa-cropped-afro-with-high-fade/,dataset_cryai/images/munya-chawawa-cropped-afro-with-high-fade__00.jpg
train,henry-golding-textured-short-hairstyle__00.jpg,Henry Golding Textured Short Hairstyle,Round Face Shape,Texture|Thick|Wavy,Asian Hair|Celebrity|Classic,14|6|7|8,"The handsome actor usually looks suave enough to make James Bond feel inadequate, but 35 year old Henry’s newtextured,short hairstyleis a softer, more youthful, casual look.",https://manforhimself.com/mens-hairstyles/henry-golding-textured-short-hairstyle/,dataset_cryai/images/henry-golding-textured-short-hairstyle__00.jpg
train,deacon-phillippe-medium-length-soft-swept-back-hairstyle__00.jpg,Deacon Phillippe Medium Length Soft Swept Back Hairstyle,Oval Face Shape,Texture|Wavy,90s Throwback|Celebrity|Classic|Scissor Cut,12|6|8,"He has won the genetic lottery (Mum is Reese Witherspoon and Dad is Ryan Phillippe) and Deacon Phillippe is a winner on the hair front, too.",https://manforhimself.com/mens-hairstyles/deacon-phillippe-medium-length-soft-swept-back-hairstyle/,dataset_cryai/images/deacon-phillippe-medium-length-soft-swept-back-hairstyle__00.jpg
train,french-crop-with-curly-hair__00.jpg,French Crop With Curly Hair,Oval Face Shape,Curly|Medium|Normal|Short|Wavy,Fade|French Crop|Timothy Gomm,12|0|2|3|4|8,"A French crop is a fantastic option amongmen’s hairstylesfor guys that want a contemporary yet low-maintenance look. Sure, you’ll need regular cuts(specifically clipper fades), but it will be quick and easy to style each day.",https://manforhimself.com/mens-hairstyles/french-crop-with-curly-hair/,dataset_cryai/images/french-crop-with-curly-hair__00.jpg
train,jonathan-bailey-textured-hairstyle-with-side-part__00.jpg,Jonathan Bailey Textured Hairstyle With Side Part,Oval Face Shape,Straight|Texture|Thick,Bridgerton|Brown|Celebrity|Scissor Cut,12|5|6|7,"Usually seen in britches with ginormous sideburns and a wavy, Regency hairstyle in Bridgerton, Jonathan Bailey’stexturedhairstyle withside-partthat he was sporting at Paris Fashion Week is just the right look to set pulses racing IRL, too.",https://manforhimself.com/mens-hairstyles/jonathan-bailey-textured-hairstyle-with-side-part/,dataset_cryai/images/jonathan-bailey-textured-hairstyle-with-side-part__00.jpg
train,the-weeknd-natural-shaped-afro-hairstyle__00.jpg,The Weeknd Natural Shaped Afro Hairstyle,Round Face Shape,Texture,Afro|Black|Celebrity,14|6,We rate The Weeknd’sAfrowith natural shape. It’s the right amount of retro and we love that he’s embracing his natural hair in all its brushed out glory.,https://manforhimself.com/mens-hairstyles/the-weeknd-natural-shaped-afro-hairstyle/,dataset_cryai/images/the-weeknd-natural-shaped-afro-hairstyle__00.jpg
train,gary-oldman-medium-length-hairstyle-widows-peak__00.jpg,Gary Oldman Medium Length Hairstyle Widows Peak,,Medium|Normal|Wavy,Celebrity|Grey|Widow's Peak,2|3|8,Gary Oldman’s go-to is a medium length hairstyle worn brushed back to accentuate hiswidow’s peak. He’s had many acting roles (and many eclectic hairstyles to boot!) but we’re a fan of this classic look.,https://manforhimself.com/mens-hairstyles/gary-oldman-medium-length-hairstyle-widows-peak/,dataset_cryai/images/gary-oldman-medium-length-hairstyle-widows-peak__00.jpg
train,douglas-booth-long-highlighted-hair__00.jpg,Douglas Booth Long Highlighted Hair,Long|Square Face Shape,Fine|Straight,Blonde|Dyed,10|15|1|5,"We thought he was pretty enough to get away with any hairstyle, but Douglas Booth’slong,highlighted hairisn’t exactly his best look.",https://manforhimself.com/mens-hairstyles/douglas-booth-long-highlighted-hair/,dataset_cryai/images/douglas-booth-long-highlighted-hair__00.jpg
train,ed-sheerans-messy-bed-head-cut-with-choppy-fringe__00.jpg,Ed Sheerans Messy Bed Head Cut With Choppy Fringe,Oval Face Shape|Round Face Shape|Square Face Shape,Straight,Scissor Cut|Thin|Thinning,12|14|15|5,"Ed Sheeran’s messy hair couldn’t suit his laid-back, easy-going person more.",https://manforhimself.com/mens-hairstyles/ed-sheerans-messy-bed-head-cut-with-choppy-fringe/,dataset_cryai/images/ed-sheerans-messy-bed-head-cut-with-choppy-fringe__00.jpg
train,hugh-grant-heartthrob-90s-hair-loosely-swept-back-hairstyle__00.jpg,Hugh Grant Heartthrob 90S Hair Loosely Swept Back Hairstyle,Oval Face Shape,Medium|Thick,90s Throwback|Brown|Classic|Hugh Grant|Quiff,12|2|7,"Hugh Grant’s nonchalant swept-back floppy hair was a 90smen’s hairstylesicon in its own right. Playing William Thacker in 1999’s Notting Hill, the actor’sclassicwindswept style is definitely one we’d recommend recreating now over 20 years later.",https://manforhimself.com/mens-hairstyles/hugh-grant-heartthrob-90s-hair-loosely-swept-back-hairstyle/,dataset_cryai/images/hugh-grant-heartthrob-90s-hair-loosely-swept-back-hairstyle__00.jpg
train,hope-ikpoku-jnr-round-top-afro-haircut-with-line-up__00.jpeg,Hope Ikpoku Jnr Round Top Afro Haircut With Line Up,Round Face Shape,Medium|Texture,Afro|Celebrity|Fade,14|2|6,Hope Ikpoku Jnr’s round topAfro haircutbeautifully showcases his natural texture.,https://manforhimself.com/mens-hairstyles/hope-ikpoku-jnr-round-top-afro-haircut-with-line-up/,dataset_cryai/images/hope-ikpoku-jnr-round-top-afro-haircut-with-line-up__00.jpeg
